District,Province,Year,Broadband Internet Score,Mobile Internet Score,Key Structure Internet Access Score,Accessibility to Hospitals Score,Accessibility to Schools Score,Railway Heatwave Score,Road Heatwave Score,Road Flood Score,Railway Flood Score,Emissions Normalized Score,Air Quality Score,Deforestation Score,Emissions Score,Luminosity per Capita Score,Luminosity per Area Score,Built Area Development Score,Tourism Score,Agricultural Land Score,Infrastructure Score,Livability Score,Prosperity Score,canonical_Province,canonical_District,local_taxes,fees_charges,licences,levies,permits,com_ventures,total_OSR,osr_source_Province,osr_source_District,osr_match_status,osr_match_notes
Mushindano,North-Western,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,52.0,10.0,40.0,38.0,94.0,44.0,99.0,45.0,13.0,43.4,45.25,59.0,North-Western,Mushindano,9289.0,5375671.4,72606.0,49163.1,255075.0,0.0,5761804.5,North Western,Mushindamo,matched,province normalized: North Western -> North-Western; district spelling normalized: Mushindamo -> Mushindano
Mwandi,Western,2023,44.0,56.99999999999999,84.0,41.0,41.0,53.0,59.0,59.0,51.0,38.0,20.0,62.0,32.0,96.0,61.0,11.0,45.0,53.0,53.4,46.75,53.2,Western,Mwandi,6442.0,178955.0,8790.0,145331.0,22895.0,0.0,362413.0,Western,Mwandi,matched,
Mwansabombwe,Luapula,2023,44.0,43.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,50.0,53.0,80.0,65.0,22.0,64.0,45.0,45.0,2.0,50.6,58.75,35.6,Luapula,Mwansabombwe,10177.0,589333.0,325.0,99539.0,231420.0,0.0,930794.0,Luapula,Mwansabombwe,matched,
Mwense,Luapula,2023,44.0,97.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,79.0,50.0,17.0,78.0,32.0,85.0,56.00000000000001,45.0,5.0,51.0,55.75,44.6,Luapula,Mwense,1341103.0,1725345.0,17590.0,235416.0,168709.0,0.0,3488163.0,Luapula,Mwense,matched,
Mwinilunga,North-Western,2023,44.0,16.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,27.0,12.0,40.0,7.000000000000001,88.0,25.0,56.99999999999999,45.0,27.0,34.8,38.5,48.4,North-Western,Mwinilunga,37050.0,1170105.0,556790.0,905207.0,124213.0,0.0,2793365.0,North Western,Mwinilunga,matched,province normalized: North Western -> North-Western
Nakonde,Muchiga,2023,44.0,28.000000000000004,32.0,41.0,41.0,53.0,59.0,59.0,51.0,84.0,98.0,12.0,84.0,36.0,77.0,18.0,45.0,57.99999999999999,37.2,62.5,46.8,Muchinga,Nakonde,10057.0,32215657.0,209514.0,1344869.0,2179644.0,0.0,35959741.0,Muchinga,Nakonde,matched,score province normalized: Muchiga -> Muchinga
Nalolo,Western,2023,44.0,14.000000000000002,84.0,41.0,41.0,53.0,59.0,59.0,51.0,31.0,14.000000000000002,49.0,29.0,62.0,32.0,43.0,45.0,59.0,44.8,43.12,48.2,Western,Nalolo,12983.0,65583.0,6900.0,309740.0,0.0,0.0,395206.0,Western,Nalolo,matched,
Namwala,Southern,2023,44.0,38.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,80.0,22.0,29.0,81.0,41.0,60.0,27.0,45.0,94.0,49.6,54.25,53.4,Southern,Namwala,109433.0,1142806.0,63590.0,2096304.0,293393.0,0.0,3705526.0,Southern,Namwala,matched,
Nchelenge,Luapula,2023,44.0,29.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,82.0,46.0,38.0,82.0,16.0,42.0,55.00000000000001,45.0,3.0,37.4,58.75,32.2,Luapula,Nchelenge,67589.0,1337225.0,50.0,872460.0,85355.0,0.0,2362679.0,Luapula,Nchelenge,matched,
Ndola,Copperbelt,2023,95.0,72.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,3.0,3.0,4.0,29.0,8.0,99.0,5.0,45.0,28.000000000000004,63.0,32.62,37.0,Copperbelt,Ndola,45214194.0,24594349.0,8055226.0,0.0,14955045.0,-142289.0,92676525.0,Copperbelt,Ndola City Coucil,matched,council suffix removed: Ndola City Coucil -> Ndola
Ngabwe,Central,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,43.0,38.0,77.0,34.0,96.0,38.0,96.0,45.0,61.0,33.0,51.75,67.2,Central,Ngabwe,4770.0,304722.0,111873.0,139798.0,21121.0,0.0,582284.0,Central,Ngabwe,matched,
Nkeyema,Western,2023,44.0,14.000000000000002,84.0,41.0,41.0,53.0,59.0,59.0,51.0,48.0,24.0,77.0,46.0,42.0,46.0,85.0,45.0,64.0,44.8,52.12,56.4,Western,Nkeyema,16390.0,231852.0,6680.0,1022458.0,26564.0,0.0,1303944.0,Western,Nkeyema,matched,
Nsama,Northern,2023,44.0,19.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,96.0,86.0,5.0,96.0,84.0,66.0,79.0,45.0,26.0,35.4,63.12,60.0,Northern,Nsama,4410.0,408851.0,200.0,179815.0,50248.0,2900.0,646424.0,Northern ,Nsama,matched,
Nyimba,Eastern,2023,44.0,92.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,13.0,63.0,19.0,5.0,74.0,76.0,40.0,45.0,70.0,50.0,40.25,61.0,Eastern,Nyimba,1038986.0,2330731.0,32768.0,655748.0,375866.0,0.0,4434099.0,Eastern,NyimbaTown Council,matched,council suffix removed: NyimbaTown Council -> Nyimba
Pemba,Southern,2023,44.0,84.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,33.0,31.0,33.0,44.0,27.0,66.0,52.0,45.0,67.0,48.4,45.38,51.4,Southern,Pemba,19891.0,806210.0,65563.0,273847.0,65264.0,0.0,1230775.0,Southern,Pemba,matched,
Petauke,Eastern,2023,44.0,75.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,77.0,79.0,75.0,77.0,13.0,73.0,20.0,45.0,93.0,46.6,66.25,48.8,Eastern,Petauke,2090002.0,3274795.0,26702.0,943224.0,1401319.0,315000.0,8051042.0,Eastern,Petauke,matched,
Rufunsa,Lusaka,2023,44.0,94.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,33.0,74.0,48.0,20.0,88.0,62.0,83.0,45.0,37.0,60.8,49.62,63.0,Lusaka,Rufunsa,21682.0,2706701.0,114405.0,240306.0,135779.0,230203.0,3449076.0,Lusaka,Rufunsa,matched,
Samfya,Luapula,2023,44.0,80.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,80.0,65.0,9.0,79.0,24.0,39.0,52.0,45.0,40.0,58.0,56.88,40.0,Luapula,Samfya,545943.0,789134.0,10193.0,814531.0,404647.0,0.0,2564448.0,Luapula,Samfya,matched,
Senanga,Western,2023,44.0,48.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,38.0,17.0,26.0,21.0,74.0,31.0,17.0,45.0,47.0,51.6,40.5,42.8,Western,Senanga,287309.0,694457.0,431327.0,132914.0,185421.0,529517.0,2260945.0,Western,Senanga,matched,
Senga Hill,Northern,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,92.0,92.0,27.0,89.0,48.0,48.0,90.0,45.0,31.0,43.4,65.25,52.4,Northern,Senga Hill,57870.0,644925.0,93698.0,255.0,4650.0,0.0,801398.0,Northern ,Senga Hill,matched,
Serenje,Central,2023,44.0,28.000000000000004,32.0,41.0,41.0,53.0,59.0,59.0,51.0,85.0,69.0,36.0,90.0,68.0,56.00000000000001,66.0,45.0,66.0,37.2,62.75,60.2,Central,Serenje,564852.0,4866505.0,342544.0,1391043.0,675025.0,0.0,7839969.0,Central,Serenje,matched,
Sesheke,Western,2023,44.0,65.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,45.0,14.000000000000002,96.0,28.000000000000004,96.0,65.0,13.0,45.0,81.0,44.6,50.62,60.0,Western,Sesheke,197993.0,3195911.0,95800.0,848673.0,234990.0,0.0,4573367.0,Western,Sesheke,matched,
Shangombo,Western,2023,44.0,46.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,75.0,12.0,73.0,75.0,86.0,45.0,83.0,45.0,71.0,40.8,57.12,66.0,Western,Shangombo,19885.0,1557143.0,1064.0,699809.0,1600.0,0.0,2279501.0,Western,Shangombo,matched,
Shibuyunji,Central,2023,44.0,27.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,80.0,7.000000000000001,75.0,77.0,21.0,74.0,56.00000000000001,45.0,79.0,37.0,57.62,55.0,Central,Shibuyunji,6119392.0,602486.0,26700.0,282962.0,163733.0,0.0,7195273.0,Central,Shibuyunji,matched,
Shiwang'Andu,Muchiga,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,90.0,86.0,10.0,93.0,85.0,49.0,63.0,45.0,18.0,33.0,62.62,52.0,Muchinga,Shiwang'Andu,78138.0,1018737.0,11200.0,120958.0,49350.0,0.0,1278383.0,Muchinga,Shiwang'andu,matched,score province normalized: Muchiga -> Muchinga; score district normalized: Shiwang'Andu -> Shiwang'andu
Siavonga,Southern,2023,93.0,57.99999999999999,84.0,41.0,41.0,53.0,59.0,59.0,51.0,6.0,48.0,86.0,15.0,54.0,84.0,19.0,45.0,56.99999999999999,63.4,47.12,51.8,Southern,Siavonga,7417345.0,4208325.0,119230.0,9011599.0,329117.0,0.0,21085616.0,Southern,Siavonga,matched,
Sikongo,Western,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,28.000000000000004,13.0,38.0,18.0,84.0,32.0,24.0,45.0,74.0,43.4,39.88,51.8,Western,Sikongo,11598.0,624414.0,6140.0,19794.0,1200.0,139395.0,802541.0,Western,Sikongo,matched,
Sinazongwe,Southern,2023,44.0,93.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,10.0,17.0,60.0,11.0,42.0,81.0,17.0,45.0,73.0,50.2,40.0,51.6,Southern,Sinazongwe,4895758.0,911687.0,821094.0,3311859.0,192964.0,0.0,10133362.0,Southern,Sinazongwe,matched,
Sinda,Eastern,2023,44.0,93.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,76.0,78.0,84.0,76.0,10.0,61.0,77.0,45.0,90.0,50.2,67.0,56.6,Eastern,Sinda,89836.0,1128880.0,382772.0,570.0,85995.0,0.0,1688053.0,Eastern,Sinda,matched,
Sioma,Western,2023,44.0,75.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,79.0,12.0,91.0,81.0,84.0,56.00000000000001,67.0,45.0,82.0,46.6,60.62,66.8,Western,Sioma,16133.0,210500.0,5250.0,153659.0,4500.0,0.0,390042.0,Western,Sioma,matched,
Solwezi,North-Western,2023,44.0,79.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,9.0,10.0,56.99999999999999,16.0,30.0,93.0,84.0,45.0,5.0,47.4,39.25,51.4,North-Western,Solwezi,80326212.0,6805577.0,266093.0,2716847.0,1686980.0,-11565.0,91790144.0,North Western,Solwezi Municipal Council,matched,province normalized: North Western -> North-Western; council suffix removed: Solwezi Municipal Council -> Solwezi
Vubwi,Eastern,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,79.0,56.99999999999999,70.0,76.0,16.0,39.0,50.0,45.0,42.0,33.0,63.0,38.4,Eastern,Vubwi,12391.0,624867.0,5200.0,120950.0,12655.0,0.0,776063.0,Eastern,Vubwi,matched,
Zambezi,North-Western,2023,44.0,66.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,28.000000000000004,18.0,30.0,10.0,84.0,17.0,20.0,45.0,60.0,44.8,38.5,45.2,North-Western,Zambezi,169128.0,1760496.0,100462.0,400564.0,30932.0,0.0,2461582.0,North Western,Zambezi,matched,province normalized: North Western -> North-Western
Zimba,Southern,2023,44.0,81.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,15.0,24.0,57.99999999999999,14.000000000000002,57.99999999999999,67.0,32.0,45.0,85.0,47.8,41.62,57.4,Southern,Zimba,128665.0,1802093.0,87261.0,478570.0,200434.0,0.0,2697023.0,Southern,Zimba,matched,
Chadiza,Eastern,2024,44.0,96.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,52.0,69.0,92.0,64.0,12.0,57.99999999999999,68.0,45.0,85.0,50.8,62.38,53.6,Eastern,Chadiza,25669.0,647609.0,32214.0,2950570.0,262816.0,0.0,3960211.0,Eastern,Chadiza,matched,
Chama,Muchiga,2024,44.0,54.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,18.0,82.0,3.0,4.0,88.0,56.00000000000001,78.0,45.0,33.0,52.8,41.12,60.0,Muchinga,Chama,46462.0,656700.0,25300.0,327435.0,118186.0,816827.0,2003515.0,Eastern,Chama,matched,OSR province differs from score/admin geography: Eastern -> Muchinga; score province normalized: Muchiga -> Muchinga
Chasefu,Eastern,2024,44.0,56.00000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,39.0,80.0,1.0,42.0,25.0,46.0,94.0,45.0,72.0,42.8,48.0,56.4,Eastern,Chasefu,18728.0,280117.0,1945.0,173782.0,10765.0,0.0,485337.0,Eastern,Chasefu,matched,
Chavuma,North-Western,2024,44.0,70.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,20.0,10.0,56.00000000000001,20.0,69.0,38.0,45.0,45.0,51.0,45.6,41.0,49.6,North-Western,Chavuma,22810.0,1046827.0,5331.0,283888.0,20924.0,0.0,1825689.0,North Western,Chavuma,matched,province normalized: North Western -> North-Western
Chembe,Luapula,2024,44.0,99.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,4.0,21.0,70.0,16.0,57.99999999999999,83.0,97.0,45.0,28.000000000000004,51.4,41.62,62.2,Luapula,Chembe,19775.0,4170831.0,46226.0,919400.0,173741.0,0.0,5329973.0,Luapula,Chembe,matched,
Chibombo,Central,2024,96.0,78.0,64.0,41.0,41.0,53.0,59.0,59.0,51.0,32.0,19.0,97.0,20.0,35.0,87.0,96.0,45.0,99.0,64.0,48.75,72.4,Central,Chibombo,131007.0,3860941.0,1119305.0,2926839.0,3661552.0,-4916.0,18084664.0,Central,Chibombo,matched,
Chiengi,Luapula,2024,44.0,26.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,19.0,23.0,35.0,23.0,21.0,59.0,64.0,45.0,14.000000000000002,36.8,40.25,40.6,Luapula,Chiengi,35951.0,616570.0,2924.0,877943.0,68731.0,287159.0,1889278.0,Luapula,Chienge,matched,district spelling normalized: Chienge -> Chiengi
Chifunabuli,Luapula,2024,44.0,62.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,34.0,49.0,84.0,39.0,26.0,22.0,98.0,45.0,21.0,44.0,53.5,42.4,Luapula,Chifunabuli,24276.0,742681.0,190296.0,129976.0,163475.0,0.0,1250704.0,Luapula,Chifunabuli,matched,
Chikankanta,Southern,2024,44.0,71.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,34.0,31.0,89.0,40.0,43.0,85.0,74.0,45.0,83.0,56.2,52.0,66.0,Southern,Chikankanta,38774.0,967258.0,246997.0,387275.0,41538.0,0.0,14761267.0,Southern,Chikankata,matched,district spelling normalized: Chikankata -> Chikankanta
Chilanga,Lusaka,2024,44.0,82.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,18.0,1.0,31.0,38.0,30.0,97.0,64.0,45.0,81.0,48.0,38.75,63.4,Lusaka,Chilanga,293033.0,3317893.0,3360497.0,3913397.0,1388821.0,0.0,17560245.0,Lusaka,Chilanga,matched,
Chililabombwe,Copperbelt,2024,44.0,72.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,3.0,6.0,71.0,28.000000000000004,21.0,95.0,60.0,45.0,13.0,46.0,41.25,46.8,Copperbelt,Chililabombwe,139929.0,35725357.0,1097387.0,23725392.0,4220786.0,0.0,92528348.0,Copperbelt,Chililabombwe Municipal Council,matched,council suffix removed: Chililabombwe Municipal Council -> Chililabombwe
Chilubi,Northern,2024,44.0,20.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,19.0,51.0,73.0,18.0,49.0,28.000000000000004,96.0,45.0,36.0,35.6,47.88,50.8,Northern,Chilubi,22890.0,512078.0,900.0,203119.0,5370.0,14535.0,758892.0,Northern,Chilubi,matched,
Chingola,Copperbelt,2024,44.0,57.99999999999999,84.0,41.0,41.0,53.0,59.0,59.0,51.0,7.000000000000001,3.0,65.0,24.0,13.0,93.0,30.0,45.0,32.0,53.6,40.12,42.6,Copperbelt,Chingola,158312.0,8554475.0,690806.0,3177161.0,4673349.0,0.0,94630089.0,Copperbelt,Chingola Municipal Council,matched,council suffix removed: Chingola Municipal Council -> Chingola
Chinsali,Muchiga,2024,44.0,51.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,22.0,79.0,6.0,17.0,52.0,64.0,43.0,45.0,36.0,52.2,43.25,48.0,Muchinga,Chinsali,91443.0,2297564.0,337531.0,524895.0,982888.0,135967.0,4760378.0,Muchinga,Chinsali Municipal Council,matched,council suffix removed: Chinsali Municipal Council -> Chinsali; score province normalized: Muchiga -> Muchinga
Chipangali,Eastern,2024,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,29.0,74.0,7.000000000000001,36.0,14.000000000000002,56.99999999999999,96.0,45.0,84.0,33.0,46.0,59.2,Eastern,Chipangali,31125.0,103837.0,26675.0,1275192.0,87596.0,0.0,1524425.0,Eastern,Chipangali,matched,
Chipata,Eastern,2024,95.0,77.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,36.0,67.0,85.0,46.0,1.0,88.0,35.0,45.0,87.0,67.6,57.0,51.2,Eastern,Chipata,218933.0,9056789.0,4141907.0,1724687.0,4975934.0,186130.0,30736011.0,Eastern,Chipata City Council,matched,council suffix removed: Chipata City Council -> Chipata
Chipili,Luapula,2024,44.0,14.000000000000002,84.0,41.0,41.0,53.0,59.0,59.0,51.0,4.0,27.0,26.0,7.000000000000001,75.0,63.0,91.0,45.0,6.0,44.8,35.75,56.0,Luapula,Chipili,11663.0,241184.0,2000.0,22352.0,2350.0,0.0,279549.0,Luapula,Chipili,matched,
Chirundu,Lusaka,2024,44.0,55.00000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,44.0,52.0,90.0,56.99999999999999,35.0,87.0,79.0,45.0,64.0,53.0,58.12,62.0,Lusaka,Chirundu,42190.0,20235610.0,371877.0,186848.0,2073393.0,0.0,23204297.0,Southern,Chirundu,matched,OSR province differs from score/admin geography: Southern -> Lusaka
Chisamba,Central,2024,44.0,40.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,37.0,63.0,77.0,33.0,50.0,85.0,76.0,45.0,91.0,39.6,54.0,69.4,Central,Chisamba,69545.0,2326051.0,394884.0,829453.0,364239.0,88157.0,6138827.0,Central,Chisamba,matched,
Chitambo,Central,2024,44.0,31.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,8.0,56.00000000000001,36.0,2.0,89.0,63.0,88.0,45.0,57.99999999999999,37.8,40.5,68.6,Central,Chitambo,4405.0,73529.0,34858.0,41002.0,55358.0,-3653.0,205499.0,Central,Chitambo,matched,
Choma,Southern,2024,44.0,87.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,48.0,26.0,11.0,43.0,29.0,83.0,27.0,45.0,90.0,49.0,43.75,54.8,Southern,Choma,141693.0,3973583.0,540128.0,2491512.0,2046669.0,-470841.0,11015859.0,Southern,Choma Municipal Council,matched,council suffix removed: Choma Municipal Council -> Choma
Chongwe,Lusaka,2024,97.0,91.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,29.0,13.0,38.0,37.0,36.0,97.0,82.0,45.0,84.0,67.2,42.38,68.8,Lusaka,Chongwe,258359.0,7754160.0,715197.0,12057888.0,4538656.0,77829.0,58122671.0,Lusaka,Chongwe,matched,
Gwembe,Southern,2024,44.0,23.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,56.00000000000001,46.0,87.0,57.99999999999999,56.99999999999999,73.0,39.0,45.0,62.0,36.2,58.62,55.2,Southern,Gwembe,25912.0,684104.0,114230.0,692257.0,41460.0,201253.0,1825741.0,Southern,Gwembe,matched,
Ikelenge,North-Western,2024,44.0,17.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,11.0,7.000000000000001,38.0,25.0,56.99999999999999,68.0,41.0,45.0,15.0,35.0,37.88,45.2,North-Western,Ikelenge,18242.0,312592.0,88614.0,101720.0,12218.0,15262.0,548648.0,North Western,Ikelenge,matched,province normalized: North Western -> North-Western
Isoka,Muchiga,2024,44.0,28.000000000000004,84.0,41.0,41.0,53.0,59.0,59.0,51.0,24.0,84.0,1.0,24.0,51.0,48.0,81.0,45.0,21.0,47.6,44.38,49.2,Muchinga,Isoka,50500.0,2369356.0,8580.0,1027681.0,200773.0,70403.0,3882754.0,Muchinga,Isoka,matched,score province normalized: Muchiga -> Muchinga
Itezhi-Tezhi,Central,2024,44.0,85.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,8.0,14.000000000000002,93.0,1.0,96.0,84.0,41.0,45.0,97.0,48.6,42.25,72.6,Central,Itezhi-Tezhi,54939.0,1130319.0,155411.0,1082632.0,313007.0,0.0,6825889.0,Central,Itezhi-tezhi,matched,score district normalized: Itezhi-Tezhi -> Itezhi-tezhi
Kabompo,North-Western,2024,44.0,96.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,2.0,16.0,64.0,2.0,84.0,64.0,78.0,45.0,44.0,61.2,38.25,63.0,North-Western,Kabompo,31337.0,911049.0,25631.0,1400202.0,175704.0,0.0,3156073.0,North Western,Kabompo,matched,province normalized: North Western -> North-Western
Kabwe,Central,2024,97.0,70.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,20.0,30.0,51.0,38.0,10.0,93.0,41.0,45.0,72.0,63.0,45.12,52.2,Central,Kabwe,493281.0,8465607.0,814916.0,2349426.0,6424932.0,-7999.0,34062938.0,Central,Kabwe Municipal Council,matched,council suffix removed: Kabwe Municipal Council -> Kabwe
Kafue,Lusaka,2024,44.0,83.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,10.0,21.0,94.0,12.0,51.0,90.0,66.0,45.0,77.0,48.2,44.88,65.8,Lusaka,Kafue,215476.0,4057727.0,2316775.0,2785989.0,3224487.0,121376.0,24291213.0,Lusaka,Kafue,matched,
Kalabo,Western,2024,44.0,98.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,23.0,26.0,83.0,13.0,77.0,74.0,68.0,45.0,99.0,51.2,45.88,72.6,Western,Kalabo,33525.0,218295.0,23847.0,383937.0,90837.0,295332.0,1045773.0,Western,Kalabo,matched,
Kalomo,Southern,2024,44.0,99.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,56.99999999999999,36.0,37.0,48.0,39.0,66.0,27.0,45.0,100.0,51.4,50.0,55.4,Southern,Kalomo,51832.0,964311.0,42080.0,406625.0,500399.0,0.0,2627270.0,Southern,Kalomo,matched,
Kalulushi,Copperbelt,2024,44.0,90.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,40.0,2.0,67.0,56.00000000000001,19.0,96.0,56.00000000000001,45.0,13.0,49.6,48.38,45.8,Copperbelt,Kalulushi,222327.0,3862315.0,1778070.0,128972.0,1553297.0,0.0,105847539.0,Copperbelt,Kalulushi Municipal Council,matched,council suffix removed: Kalulushi Municipal Council -> Kalulushi
Kalumbila,North-Western,2024,98.0,73.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,10.0,8.0,61.0,1.0,89.0,86.0,95.0,45.0,25.0,57.0,37.75,68.0,North-Western,Kalumbila,59265.0,1837887.0,351760.0,2080801.0,369235.0,0.0,120243821.0,North Western,Kalumbila,matched,province normalized: North Western -> North-Western
Kanchibiya,Muchiga,2024,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,5.0,63.0,52.0,3.0,76.0,59.0,97.0,45.0,68.0,33.0,43.12,69.0,Muchinga,Kanchibiya,20804.0,737415.0,0.0,188805.0,14850.0,0.0,961874.0,Muchinga,Kanchibiya,matched,score province normalized: Muchiga -> Muchinga
Kaoma,Western,2024,44.0,33.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,13.0,20.0,82.0,6.0,65.0,76.0,42.0,45.0,65.0,38.2,42.88,58.6,Western,Kaoma,51091.0,1184048.0,177307.0,1610058.0,345670.0,0.0,3955194.0,Western,Kaoma,matched,
Kapiri Mposhi,Central,2024,44.0,65.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,35.0,56.00000000000001,89.0,20.0,39.0,82.0,80.0,45.0,100.0,44.6,52.75,69.2,Central,Kapiri Mposhi,76535.0,13500257.0,466130.0,2460216.0,972270.0,18756.0,19948659.0,Central,Kapiri Mposhi,matched,
Kaputa,Northern,2024,44.0,85.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,6.0,28.000000000000004,14.000000000000002,8.0,57.99999999999999,66.0,62.0,45.0,19.0,59.0,34.75,50.0,Northern,Kaputa,25448.0,838554.0,36300.0,326226.0,66882.0,119121.0,1412531.0,Northern,Kaputa,matched,
Kasama,Northern,2024,44.0,79.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,12.0,60.0,21.0,5.0,42.0,75.0,48.0,45.0,36.0,47.4,40.0,49.2,Northern,Kasama,131599.0,5430253.0,298433.0,2674210.0,1993399.0,0.0,13591563.0,Northern,Kasama Municipal Council,matched,council suffix removed: Kasama Municipal Council -> Kasama
Kasempa,North-Western,2024,98.0,100.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,5.0,28.000000000000004,86.0,0.0,98.0,74.0,72.0,45.0,83.0,72.8,42.62,74.4,North-Western,Kasempa,3295.0,2490978.0,394774.0,519734.0,208277.0,1364542.0,6656597.0,North Western,Kasempa,matched,province normalized: North Western -> North-Western
Kasenengwa,Eastern,2024,44.0,91.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,46.0,73.0,75.0,53.0,8.0,47.0,99.0,45.0,90.0,49.8,58.62,57.8,Eastern,Kasenengwa,20985.0,406083.0,123545.0,182841.0,335490.0,0.0,1068944.0,Eastern,Kasenengwa,matched,
Katete,Eastern,2024,44.0,39.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,49.0,76.0,99.0,54.0,8.0,72.0,61.0,45.0,96.0,39.4,62.5,56.4,Eastern,Katete,27928.0,2140683.0,151960.0,619082.0,1065344.0,77349.0,5032332.0,Eastern,Katete,matched,
Kawambwa,Luapula,2024,44.0,95.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,3.0,22.0,65.0,2.0,67.0,78.0,80.0,45.0,25.0,50.6,39.25,59.0,Luapula,Kawambwa,49318.0,2155552.0,287192.0,306379.0,516202.0,111536.0,3794314.0,Luapula,Kawambwa,matched,
Kazungula,Southern,2024,44.0,88.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,29.0,34.0,98.0,9.0,87.0,77.0,31.0,45.0,99.0,59.6,49.0,67.8,Southern,Kazungula,46004.0,13807814.0,82410.0,1196356.0,238435.0,-9173.0,16123256.0,Southern,Kazungula,matched,
Kitwe,Copperbelt,2024,93.0,73.0,68.0,41.0,41.0,53.0,59.0,59.0,51.0,2.0,3.0,60.0,30.0,1.0,98.0,5.0,45.0,17.0,63.2,39.62,33.2,Copperbelt,Kitwe,421093.0,26987694.0,1276633.0,12745201.0,18198555.0,0.0,277757083.0,Copperbelt,Kitwe City Council,matched,council suffix removed: Kitwe City Council -> Kitwe
Lavushimanda,Muchiga,2024,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,11.0,55.00000000000001,41.0,3.0,100.0,60.0,96.0,45.0,52.0,43.4,41.5,70.6,Muchinga,Lavushimanda,6853.0,286600.0,4292.0,187589.0,64899.0,0.0,550233.0,Muchinga,Lavushimanda,matched,score province normalized: Muchiga -> Muchinga
